-0.306308,-0.002339,0.306308
-0.304081,-0.001513,0.304081
-0.302426,-0.000899,0.302426
-0.301275,-0.000473,0.301275
-0.300552,-0.000205,0.300552
-0.300168,-0.000062,0.300168
-0.300022,-0.000008,0.300022
-0.300000,0.000000,0.300000
-0.300014,0.000000,0.300014
-0.300106,0.000000,0.300106
-0.300347,0.000000,0.300347
-0.300802,0.000000,0.300802
-0.301526,0.000000,0.301526
-0.302568,0.000000,0.302568
-0.303969,0.000000,0.303969
-0.305765,0.000000,0.305765
-0.307984,0.000000,0.307984
-0.310648,0.000000,0.310648
-0.313775,0.000000,0.313775
-0.317376,0.000000,0.317376
-0.321456,0.000000,0.321456
-0.326017,0.000000,0.326017
-0.331055,0.000000,0.331055
-0.336561,0.000000,0.336561
-0.342522,0.000000,0.342522
-0.348924,0.000000,0.348924
-0.355745,0.000000,0.355745
-0.362963,0.000000,0.362963
-0.370551,0.000000,0.370551
-0.378480,0.000000,0.378480
-0.386718,0.000000,0.386718
-0.395232,0.000000,0.395232
-0.403986,0.000000,0.403986
-0.412942,0.000000,0.412942
-0.422062,0.000000,0.422062
-0.431305,0.000000,0.431305
-0.440632,0.000000,0.440632
-0.450000,0.000000,0.450000
-0.459368,0.000000,0.459368
-0.468695,0.000000,0.468695
-0.477938,0.000000,0.477938
-0.487058,0.000000,0.487058
-0.496014,0.000000,0.496014
-0.504768,0.000000,0.504768
-0.513282,0.000000,0.513282
-0.521520,0.000000,0.521520
-0.529449,0.000000,0.529449
-0.537037,0.000000,0.537037
-0.544255,0.000000,0.544255
-0.551076,0.000000,0.551076
-0.557478,0.000000,0.557478
-0.563439,0.000000,0.563439
-0.568945,0.000000,0.568945
-0.573983,0.000000,0.573983
-0.578544,0.000000,0.578544
-0.582624,0.000000,0.582624
-0.586225,0.000000,0.586225
-0.589352,0.000000,0.589352
-0.592016,0.000000,0.592016
-0.594235,0.000000,0.594235
-0.596031,0.000000,0.596031
-0.597432,0.000000,0.597432
-0.598474,0.000000,0.598474
-0.599198,0.000000,0.599198
-0.599653,0.000000,0.599653
-0.599894,0.000000,0.599894
-0.599986,0.000000,0.599986
-0.600000,0.000000,0.600000
